date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:36	70544/70544	---M-Z	200	added ('OK')	application/javascript	etag:%2209ab1c89623da1:0+gzip%22	https://www.w3schools.com:443/lib/uic.js?v=1.0.5	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/lib/uic3447.js	(from https://www.w3schools.com:443/js/default.asp)
20:54:36	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:36%20GMT	https://www.w3schools.com:443/js/python/	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/python/index.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:36	20920/20920	---MCZ	200	added ('OK')	application/javascript	etag:W/%2251b8-60a5a9c6b12c4%22	https://cdn.snigelweb.com/adengine/w3schools.com/loader.js	C:/Users/javie/Desktop/JS/JS/cdn.snigelweb.com/adengine/w3schools.com/loader.js	(from https://www.w3schools.com:443/js/default.asp)
20:54:36	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:36%20GMT	https://www.w3schools.com:443/js/numpy/	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/numpy/index.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:36	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:36%20GMT	https://www.w3schools.com:443/js/pandas/	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/pandas/index.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:36	7391/7391	---M-Z	200	added ('OK')	application/javascript	etag:%2209ab1c89623da1:0+gzip%22	https://www.w3schools.com:443/lib/common-deps.js?v=1.0.3	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/lib/common-deps2c70.js	(from https://www.w3schools.com:443/js/default.asp)
20:54:37	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:37%20GMT	https://www.w3schools.com:443/js/scipy/	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/scipy/index.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:37	55347/55347	---M-Z	200	added ('OK')	application/javascript	etag:%2209ab1c89623da1:0+gzip%22	https://www.w3schools.com:443/lib/user-session.js?v=1.0.33	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/lib/user-session8376.js	(from https://www.w3schools.com:443/js/default.asp)
20:54:37	18144/18144	---M-Z	200	added ('OK')	application/javascript	etag:%2209ab1c89623da1:0+gzip%22	https://www.w3schools.com:443/lib/my-learning.js?v=1.0.23	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/lib/my-learning1105.js	(from https://www.w3schools.com:443/js/default.asp)
20:54:38	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:38%20GMT	https://www.w3schools.com:443/js/w3.css	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/w3.e.delayed	(from https://www.w3schools.com:443/js/default.asp)
20:54:38	327584/327584	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:24%20GMT	https://www.w3schools.com:443/js/js_json_intro.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_json_intro.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:38	328296/328296	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:31:55%20GMT	https://www.w3schools.com:443/js/js_ajax_intro.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_ajax_intro.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:39	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:39%20GMT	https://www.w3schools.com:443/js/w3.js	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/w3.11.delayed	(from https://www.w3schools.com:443/js/default.asp)
20:54:39	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20Nov%202023%2019:54:39%20GMT	https://www.w3schools.com:443/js/node.js	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/node.12.delayed	(from https://www.w3schools.com:443/js/default.asp)
20:54:40	335636/335636	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:29%20GMT	https://www.w3schools.com:443/js/js_exercises.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_exercises.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:40	337407/337407	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:52:43%20GMT	https://www.w3schools.com:443/js/js_quiz.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_quiz.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:40	343996/343996	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:01%20GMT	https://www.w3schools.com:443/js/js_arrays.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_arrays.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:41	343811/343811	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:59%20GMT	https://www.w3schools.com:443/js/js_array_methods.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_array_methods.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:41	329290/329290	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:32:23%20GMT	https://www.w3schools.com:443/js/js_json.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_json.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:41	328644/328644	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:28:50%20GMT	https://www.w3schools.com:443/js/js_intro.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_intro.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:42	331603/331603	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:13%20GMT	https://www.w3schools.com:443/js/js_whereto.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_whereto.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:42	330239/330239	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:55%20GMT	https://www.w3schools.com:443/js/js_output.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_output.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:42	330996/330996	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:31:05%20GMT	https://www.w3schools.com:443/js/js_statements.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_statements.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:43	332918/332918	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:13%20GMT	https://www.w3schools.com:443/js/js_syntax.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_syntax.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:43	328276/328276	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:32:03%20GMT	https://www.w3schools.com:443/js/js_comments.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_comments.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:43	339032/339032	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:40:27%20GMT	https://www.w3schools.com:443/js/js_variables.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_variables.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:44	332924/332924	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:51%20GMT	https://www.w3schools.com:443/js/js_let.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_let.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:44	335393/335393	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:32:28%20GMT	https://www.w3schools.com:443/js/js_const.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_const.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:44	336531/336531	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:25%20GMT	https://www.w3schools.com:443/js/js_operators.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_operators.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:45	333145/333145	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:28%20GMT	https://www.w3schools.com:443/js/js_arithmetic.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_arithmetic.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:45	334690/334690	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:31:36%20GMT	https://www.w3schools.com:443/js/js_assignment.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_assignment.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:45	338251/338251	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:58%20GMT	https://www.w3schools.com:443/js/js_datatypes.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_datatypes.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:46	331772/331772	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:29:38%20GMT	https://www.w3schools.com:443/js/js_functions.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_functions.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:46	335369/335369	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:51%20GMT	https://www.w3schools.com:443/js/js_objects.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_objects.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:46	329792/329792	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:32:34%20GMT	https://www.w3schools.com:443/js/js_events.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_events.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:47	334726/334726	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:30%20GMT	https://www.w3schools.com:443/js/js_strings.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_strings.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:47	351545/351545	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:45%20GMT	https://www.w3schools.com:443/js/js_string_methods.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_string_methods.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:47	337095/337095	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:31:25%20GMT	https://www.w3schools.com:443/js/js_string_search.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_string_search.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:48	329058/329058	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:35%20GMT	https://www.w3schools.com:443/js/js_string_templates.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_string_templates.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:48	339759/339759	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:31%20GMT	https://www.w3schools.com:443/js/js_numbers.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_numbers.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:48	332763/332763	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:41:42%20GMT	https://www.w3schools.com:443/js/js_bigint.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_bigint.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:49	337178/337178	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:49%20GMT	https://www.w3schools.com:443/js/js_number_methods.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_number_methods.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:49	331021/331021	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:39:34%20GMT	https://www.w3schools.com:443/js/js_number_properties.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_number_properties.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:49	337908/337908	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:32:30%20GMT	https://www.w3schools.com:443/js/js_array_sort.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_array_sort.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:50	350352/350352	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:54%20GMT	https://www.w3schools.com:443/js/js_array_iteration.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_array_iteration.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:50	333218/333218	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:36:50%20GMT	https://www.w3schools.com:443/js/js_array_const.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_array_const.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:50	337631/337631	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:31:08%20GMT	https://www.w3schools.com:443/js/js_dates.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_dates.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:51	332833/332833	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:47%20GMT	https://www.w3schools.com:443/js/js_date_formats.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_date_formats.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:51	341120/341120	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:01%20GMT	https://www.w3schools.com:443/js/js_date_methods.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_date_methods.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:51	330616/330616	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:39:05%20GMT	https://www.w3schools.com:443/js/js_date_methods_set.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_date_methods_set.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:52	339472/339472	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:02%20GMT	https://www.w3schools.com:443/js/js_math.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_math.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:52	328253/328253	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:38:25%20GMT	https://www.w3schools.com:443/js/js_random.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_random.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:52	332063/332063	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:37:44%20GMT	https://www.w3schools.com:443/js/js_booleans.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_booleans.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:53	337062/337062	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:31:02%20GMT	https://www.w3schools.com:443/js/js_comparisons.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_comparisons.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:53	332943/332943	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:30:36%20GMT	https://www.w3schools.com:443/js/js_if_else.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_if_else.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:53	332871/332871	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:28%20GMT	https://www.w3schools.com:443/js/js_switch.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_switch.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:54	332719/332719	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:29:19%20GMT	https://www.w3schools.com:443/js/js_loop_for.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_loop_for.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:54	327679/327679	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:04%20GMT	https://www.w3schools.com:443/js/js_loop_forin.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_loop_forin.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:54	327812/327812	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:38%20GMT	https://www.w3schools.com:443/js/js_loop_forof.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_loop_forof.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:55	328831/328831	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:32:45%20GMT	https://www.w3schools.com:443/js/js_loop_while.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_loop_while.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:55	328670/328670	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:14%20GMT	https://www.w3schools.com:443/js/js_break.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_break.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:55	327596/327596	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:42:48%20GMT	https://www.w3schools.com:443/js/js_iterables.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_iterables.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:56	329116/329116	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:44:39%20GMT	https://www.w3schools.com:443/js/js_sets.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_sets.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:56	331173/331173	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:38:51%20GMT	https://www.w3schools.com:443/js/js_maps.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_maps.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:56	339224/339224	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:36:39%20GMT	https://www.w3schools.com:443/js/js_typeof.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_typeof.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:57	340517/340517	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:37:50%20GMT	https://www.w3schools.com:443/js/js_type_conversion.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_type_conversion.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:57	336255/336255	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:44:55%20GMT	https://www.w3schools.com:443/js/js_bitwise.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_bitwise.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:57	335314/335314	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:27%20GMT	https://www.w3schools.com:443/js/js_regexp.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_regexp.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:58	337889/337889	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:45:38%20GMT	https://www.w3schools.com:443/js/js_precedence.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_precedence.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:58	336567/336567	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:03%20GMT	https://www.w3schools.com:443/js/js_errors.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_errors.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:58	332199/332199	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:46%20GMT	https://www.w3schools.com:443/js/js_scope.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_scope.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:59	330408/330408	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:35:48%20GMT	https://www.w3schools.com:443/js/js_hoisting.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_hoisting.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:59	337364/337364	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:34%20GMT	https://www.w3schools.com:443/js/js_strict.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_strict.html	(from https://www.w3schools.com:443/js/default.asp)
20:54:59	333961/333961	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:36:39%20GMT	https://www.w3schools.com:443/js/js_this.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_this.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:00	331310/331310	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:34:39%20GMT	https://www.w3schools.com:443/js/js_arrow_function.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_arrow_function.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:00	330451/330451	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:33:15%20GMT	https://www.w3schools.com:443/js/js_classes.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_classes.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:01	327634/327634	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:38:59%20GMT	https://www.w3schools.com:443/js/js_modules.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_modules.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:01	329314/329314	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:40:09%20GMT	https://www.w3schools.com:443/js/js_debugging.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_debugging.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:01	333165/333165	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:40:47%20GMT	https://www.w3schools.com:443/js/js_conventions.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_conventions.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:02	336555/336555	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:39:48%20GMT	https://www.w3schools.com:443/js/js_best_practices.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_best_practices.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:02	339433/339433	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:39:52%20GMT	https://www.w3schools.com:443/js/js_mistakes.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_mistakes.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:02	328220/328220	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:45:26%20GMT	https://www.w3schools.com:443/js/js_performance.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_performance.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:03	330321/330321	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:51:57%20GMT	https://www.w3schools.com:443/js/js_reserved.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_reserved.html	(from https://www.w3schools.com:443/js/default.asp)
20:55:03	328956/328956	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202023%2016:39:26%20GMT	https://www.w3schools.com:443/js/js_versions.asp	C:/Users/javie/Desktop/JS/JS/www.w3schools.com_443/js/js_versions.html	(from https://www.w3schools.com:443/js/default.asp)
